Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10019271,2,"Saturday, November  7, 2009 09:15:18 UTC",61.6910,-150.6008,1.7,59.00,26,"Southern Alaska"
ak,10019661,2,"Saturday, November  7, 2009 09:03:34 UTC",51.5401,-175.7906,1.9,16.40,09,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10019660,2,"Saturday, November  7, 2009 08:51:33 UTC",61.2757,-146.8180,1.1,30.40,07,"Southern Alaska"
ci,10493333,M,"Saturday, November  7, 2009 08:41:07 UTC",32.6798,-115.6800,1.3,4.90,12,"Southern California"
ci,10493317,M,"Saturday, November  7, 2009 08:22:52 UTC",33.2036,-115.5766,1.2,2.40,16,"Southern California"
ak,10019269,2,"Saturday, November  7, 2009 08:15:49 UTC",61.5041,-149.5945,1.8,34.00,26,"Southern Alaska"
ci,10493309,M,"Saturday, November  7, 2009 08:12:49 UTC",32.6160,-116.1553,1.4,8.50,21,"Southern California"
ak,10019268,2,"Saturday, November  7, 2009 08:10:35 UTC",61.1972,-139.9496,1.8,6.80,19,"Southern Yukon Territory, Canada"
ak,10019267,2,"Saturday, November  7, 2009 08:07:14 UTC",63.2839,-151.2255,1.3,16.10,14,"Central Alaska"
ci,10493293,M,"Saturday, November  7, 2009 08:03:20 UTC",33.1956,-115.5791,1.3,0.10,14,"Southern California"
ci,10493285,M,"Saturday, November  7, 2009 08:02:54 UTC",33.1928,-115.5771,1.7,3.60,21,"Southern California"
ci,10493277,M,"Saturday, November  7, 2009 08:02:31 UTC",33.1935,-115.5693,1.6,0.10,14,"Southern California"
ci,10139762,M,"Saturday, November  7, 2009 08:02:28 UTC",33.1946,-115.5736,1.0,0.20,13,"Southern California"
ci,10493269,M,"Saturday, November  7, 2009 07:55:22 UTC",36.0561,-118.8585,1.8,11.10,12,"Central California"
pr,p0931101,1,"Saturday, November  7, 2009 07:52:23 UTC",18.2588,-66.0215,2.4,13.90, 8,"Puerto Rico"
ci,10493245,M,"Saturday, November  7, 2009 07:16:59 UTC",32.7184,-115.8331,1.1,9.20,09,"Southern California"
ak,10019264,2,"Saturday, November  7, 2009 07:08:27 UTC",61.5342,-150.5415,2.1,56.90,28,"Southern Alaska"
ak,10019263,2,"Saturday, November  7, 2009 07:06:31 UTC",61.5066,-146.4986,1.3,20.30,14,"Southern Alaska"
ci,10493213,M,"Saturday, November  7, 2009 06:48:24 UTC",33.1956,-115.5856,1.9,3.20,19,"Southern California"
ci,10493205,M,"Saturday, November  7, 2009 06:47:35 UTC",33.2026,-115.5728,1.7,0.00,16,"Southern California"
ci,23773759,M,"Saturday, November  7, 2009 06:47:29 UTC",33.1988,-115.5778,1.4,0.10,11,"Southern California"
ci,10493197,M,"Saturday, November  7, 2009 06:43:57 UTC",33.1941,-115.5895,1.2,3.40,20,"Southern California"
ci,10493189,M,"Saturday, November  7, 2009 06:25:25 UTC",33.1936,-115.5778,1.2,2.60,18,"Southern California"
ci,10493181,M,"Saturday, November  7, 2009 06:23:38 UTC",33.1923,-115.5841,1.5,3.00,25,"Southern California"
ci,10493157,M,"Saturday, November  7, 2009 06:13:41 UTC",33.2010,-115.5716,1.2,0.10,15,"Southern California"
nc,71306390,2,"Saturday, November  7, 2009 06:11:19 UTC",37.4663,-118.8338,1.2,4.10,26,"Central California"
ak,10019261,2,"Saturday, November  7, 2009 06:04:17 UTC",61.7919,-147.9595,1.7,27.60,29,"Southern Alaska"
ci,10493149,M,"Saturday, November  7, 2009 06:04:03 UTC",33.4170,-116.4573,1.3,13.70,50,"Southern California"
ak,10019258,2,"Saturday, November  7, 2009 05:38:17 UTC",62.4723,-152.7772,2.2,158.50,40,"Central Alaska"
nn,00297298,2,"Saturday, November  7, 2009 05:38:13 UTC",37.2730,-117.5610,1.4,10.20,36,"Nevada"
ak,10019257,2,"Saturday, November  7, 2009 05:28:06 UTC",63.3867,-144.8955,1.2,2.10,12,"Central Alaska"
ci,10493125,O,"Saturday, November  7, 2009 05:19:53 UTC",33.1900,-115.5813,1.6,1.10,26,"Southern California"
ci,10493117,M,"Saturday, November  7, 2009 05:19:48 UTC",33.1880,-115.5828,1.2,0.20,11,"Southern California"
ak,10019255,2,"Saturday, November  7, 2009 04:52:52 UTC",51.6206,-176.2031,2.1,59.40,09,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71306385,2,"Saturday, November  7, 2009 04:41:30 UTC",40.4467,-121.5402,1.2,4.80, 8,"Lassen Peak area, California"
uu,11070416,2,"Saturday, November  7, 2009 04:16:55 UTC",38.9900,-111.3835,1.5,0.30, 9,"Utah"
ci,10493061,M,"Saturday, November  7, 2009 04:16:36 UTC",34.1096,-116.9171,1.0,10.10,25,"Southern California"
nc,71306370,2,"Saturday, November  7, 2009 03:58:53 UTC",36.6127,-121.1497,1.3,7.30,19,"Central California"
nn,00297291,2,"Saturday, November  7, 2009 03:38:21 UTC",37.8140,-115.8860,1.7,0.00,11,"Nevada"
ak,10019254,1,"Saturday, November  7, 2009 03:35:25 UTC",63.0880,-150.8134,2.1,122.20,08,"Central Alaska"
us,2009nsag,7,"Saturday, November  7, 2009 03:13:43 UTC",36.0902,31.7476,4.2,80.00,31,"western Turkey"
ak,10019252,2,"Saturday, November  7, 2009 02:57:14 UTC",61.8703,-149.2995,1.8,10.10,24,"Southern Alaska"
ak,10019250,2,"Saturday, November  7, 2009 02:50:22 UTC",61.7729,-147.9664,2.1,30.70,41,"Southern Alaska"
uu,11070227,2,"Saturday, November  7, 2009 02:27:16 UTC",39.4248,-111.2205,1.5,7.40,14,"Utah"
ci,10493045,M,"Saturday, November  7, 2009 02:16:07 UTC",34.0250,-117.2475,1.2,15.50,25,"Greater Los Angeles area, California"
nc,71306330,2,"Saturday, November  7, 2009 02:15:50 UTC",40.4665,-121.5428,1.1,4.10, 8,"Lassen Peak area, California"
ak,10019644,2,"Saturday, November  7, 2009 02:14:16 UTC",62.2488,-150.4756,1.0,10.80,09,"Central Alaska"
ak,10019248,2,"Saturday, November  7, 2009 02:07:41 UTC",53.7115,-164.8751,2.9,1.00,23,"Unimak Island region, Alaska"
ak,10019642,2,"Saturday, November  7, 2009 01:58:50 UTC",61.1335,-147.0271,1.0,37.20,07,"Southern Alaska"
ak,10019640,2,"Saturday, November  7, 2009 01:37:49 UTC",63.0909,-149.3888,1.4,88.10,18,"Central Alaska"
ci,10493029,M,"Saturday, November  7, 2009 01:23:27 UTC",36.0698,-118.3263,1.2,5.10,26,"Central California"
ci,10493021,M,"Saturday, November  7, 2009 01:02:10 UTC",33.4261,-116.3640,1.1,14.60,37,"Southern California"
ci,10492989,M,"Saturday, November  7, 2009 01:00:58 UTC",32.8943,-116.2723,1.3,13.70,28,"Southern California"
nc,71306310,2,"Saturday, November  7, 2009 00:54:36 UTC",35.6552,-121.0607,1.0,5.30,15,"Central California"
ci,10492981,M,"Saturday, November  7, 2009 00:42:16 UTC",36.0180,-117.3866,1.2,6.80,15,"Central California"
ak,10019244,2,"Saturday, November  7, 2009 00:34:04 UTC",59.1471,-153.3729,1.7,16.40,08,"Southern Alaska"
nc,71306305,2,"Saturday, November  7, 2009 00:31:09 UTC",40.4442,-121.5403,1.2,4.70, 9,"Lassen Peak area, California"
ak,10019242,2,"Saturday, November  7, 2009 00:30:27 UTC",64.9937,-147.3925,1.0,0.00,13,"Central Alaska"
nc,71306300,2,"Saturday, November  7, 2009 00:27:39 UTC",40.4548,-121.5360,1.8,5.50,10,"Lassen Peak area, California"
nc,71306295,2,"Saturday, November  7, 2009 00:25:29 UTC",38.8202,-122.7667,1.3,0.70,36,"Northern California"
ak,10019239,3,"Saturday, November  7, 2009 00:19:32 UTC",60.1888,-141.6577,1.7,6.50,22,"Southern Alaska"
ak,10019634,2,"Saturday, November  7, 2009 00:14:50 UTC",61.2126,-146.9161,1.1,20.20,07,"Southern Alaska"
nc,71306290,2,"Saturday, November  7, 2009 00:06:32 UTC",35.6382,-120.9367,2.5,5.60,65,"Central California"
ak,10019238,2,"Saturday, November  7, 2009 00:04:05 UTC",60.1321,-153.1694,2.4,142.70,34,"Southern Alaska"
nc,71306280,2,"Friday, November  6, 2009 23:44:39 UTC",35.5682,-120.8850,1.3,4.20,28,"Central California"
ci,10492965,M,"Friday, November  6, 2009 23:38:45 UTC",36.3948,-117.8580,1.2,6.70,16,"Central California"
nc,71306265,2,"Friday, November  6, 2009 23:36:16 UTC",38.8187,-122.7687,2.1,0.50,60,"Northern California"
nc,71306270,2,"Friday, November  6, 2009 23:36:14 UTC",36.5557,-121.1310,1.2,6.90,16,"Central California"
ak,10019236,2,"Friday, November  6, 2009 23:04:26 UTC",60.9436,-151.3262,1.4,69.40,11,"Kenai Peninsula, Alaska"
uw,11062244,0,"Friday, November  6, 2009 22:44:36 UTC",48.0910,-121.9433,2.0,0.00,12,"Washington"
nc,71306250,0,"Friday, November  6, 2009 22:44:04 UTC",38.7858,-122.7342,1.0,2.50,13,"Northern California"
nc,71306225,2,"Friday, November  6, 2009 22:11:20 UTC",37.6413,-121.8680,1.2,7.20,16,"San Francisco Bay area, California"
ak,10019564,2,"Friday, November  6, 2009 22:05:33 UTC",62.9149,-151.2970,1.4,110.70, 9,"Central Alaska"
ak,10019190,2,"Friday, November  6, 2009 21:36:16 UTC",54.8539,-161.5132,3.1,79.50,11,"Alaska Peninsula"
nc,71306210,2,"Friday, November  6, 2009 21:34:33 UTC",36.9823,-121.6448,1.9,5.80,55,"Northern California"
pr,p0931007,1,"Friday, November  6, 2009 21:27:39 UTC",18.0040,-66.7208,1.5,13.40,11,"Puerto Rico"
nc,71306200,2,"Friday, November  6, 2009 21:21:20 UTC",38.8128,-122.8010,1.2,2.50,46,"Northern California"
ak,10019188,2,"Friday, November  6, 2009 21:19:19 UTC",63.5271,-147.0610,1.6,3.00,24,"Central Alaska"
ak,10019187,2,"Friday, November  6, 2009 20:48:59 UTC",61.2320,-139.9595,1.6,4.10,16,"Southern Yukon Territory, Canada"
mb,9415841,2,"Friday, November  6, 2009 20:21:15 UTC",48.7045,-112.4191,1.8,0.40,12,"western Montana"
ci,10492933,M,"Friday, November  6, 2009 20:10:22 UTC",33.1710,-116.3841,1.2,12.10,31,"Southern California"
nc,71306180,3,"Friday, November  6, 2009 20:01:13 UTC",36.8952,-121.6267,1.2,0.00,26,"Central California"
nc,71306175,2,"Friday, November  6, 2009 19:49:21 UTC",37.4655,-118.8348,1.1,3.50,27,"Central California"
pr,p0931006,1,"Friday, November  6, 2009 19:48:46 UTC",18.1767,-67.0315,1.0,22.90,05,"Puerto Rico"
nc,71306170,2,"Friday, November  6, 2009 19:48:11 UTC",38.7932,-122.7568,1.8,1.70,55,"Northern California"
ak,10019184,2,"Friday, November  6, 2009 19:20:29 UTC",60.5500,-142.6508,1.5,15.00,17,"Southern Alaska"
nc,71306145,2,"Friday, November  6, 2009 19:18:14 UTC",37.4260,-118.3592,1.3,5.90,13,"Central California"
ci,10492925,M,"Friday, November  6, 2009 19:15:42 UTC",34.0595,-116.3696,1.3,9.10,32,"Southern California"
nc,71306140,2,"Friday, November  6, 2009 19:01:16 UTC",37.4678,-118.8370,1.3,3.80,20,"Central California"
ci,10492917,M,"Friday, November  6, 2009 18:59:13 UTC",33.4223,-116.3768,1.3,11.40,44,"Southern California"
nc,71306130,2,"Friday, November  6, 2009 18:58:46 UTC",37.4685,-118.8373,2.2,3.90,42,"Central California"
nc,71306125,2,"Friday, November  6, 2009 18:56:03 UTC",37.4683,-118.8358,2.4,4.40,45,"Central California"
ak,10019181,2,"Friday, November  6, 2009 18:54:43 UTC",63.3242,-151.0588,1.4,10.80,17,"Central Alaska"
ak,10019180,2,"Friday, November  6, 2009 18:11:30 UTC",57.5994,-154.8536,2.4,68.00,16,"Kodiak Island region, Alaska"
us,2009nra3,7,"Friday, November  6, 2009 17:55:10 UTC",23.8009,-108.4898,4.4,34.90,66,"Gulf of California"
ak,10019178,2,"Friday, November  6, 2009 17:53:23 UTC",61.4100,-146.8281,1.4,19.70,17,"Southern Alaska"
us,2009nra6,7,"Friday, November  6, 2009 17:35:29 UTC",-16.9922,-173.0981,4.9,10.00,41,"Tonga"
ci,10492893,M,"Friday, November  6, 2009 17:31:03 UTC",36.3998,-117.8386,1.4,5.80,15,"Central California"
pr,p0931005,1,"Friday, November  6, 2009 17:29:14 UTC",18.1692,-66.9812,1.6,19.40,08,"Puerto Rico"
nc,71306090,2,"Friday, November  6, 2009 17:18:16 UTC",38.8305,-122.8673,1.2,2.10,36,"Northern California"
uw,11061716,1,"Friday, November  6, 2009 17:16:31 UTC",47.3115,-123.1299,1.2,44.90,16,"Olympic Peninsula, Washington"
ak,10019176,2,"Friday, November  6, 2009 16:15:28 UTC",60.7537,-147.4704,1.9,9.90,33,"Southern Alaska"
ci,10492869,M,"Friday, November  6, 2009 16:06:50 UTC",33.9356,-116.0463,1.5,6.10,39,"Southern California"
nc,71306075,0,"Friday, November  6, 2009 16:06:11 UTC",38.8215,-122.7945,1.0,2.70,10,"Northern California"
nc,71306070,2,"Friday, November  6, 2009 15:58:06 UTC",37.9168,-120.5247,2.0,0.00, 8,"Central California"
nc,71306065,2,"Friday, November  6, 2009 15:32:44 UTC",38.4665,-122.7450,1.9,9.20,59,"Northern California"
ak,10019173,2,"Friday, November  6, 2009 14:56:24 UTC",63.2710,-151.1165,1.9,5.60,18,"Central Alaska"
ak,10019171,2,"Friday, November  6, 2009 14:25:29 UTC",63.1819,-151.4549,1.3,8.40,14,"Central Alaska"
ak,10019549,2,"Friday, November  6, 2009 14:06:53 UTC",52.8012,-166.6680,2.7,9.40, 8,"Fox Islands, Aleutian Islands, Alaska"
ak,10019169,2,"Friday, November  6, 2009 13:41:16 UTC",61.8529,-149.7371,1.2,19.20,13,"Southern Alaska"
ak,10019170,2,"Friday, November  6, 2009 13:40:09 UTC",63.4151,-144.7051,1.3,1.00, 7,"Central Alaska"
ak,10019168,2,"Friday, November  6, 2009 13:29:04 UTC",63.1368,-150.5957,1.7,116.00,17,"Central Alaska"
pr,p0931003,1,"Friday, November  6, 2009 13:07:05 UTC",18.1728,-67.2177,2.7,15.70, 9,"Mona Passage, Puerto Rico"
ci,10492861,L,"Friday, November  6, 2009 13:00:57 UTC",33.6220,-116.6768,1.1,15.50,47,"Southern California"
nc,71306030,2,"Friday, November  6, 2009 12:53:25 UTC",38.7545,-122.8598,1.1,4.10,42,"Northern California"
ci,10492853,M,"Friday, November  6, 2009 12:46:31 UTC",33.9761,-116.3211,1.2,7.30,45,"Southern California"
us,2009nrav,6,"Friday, November  6, 2009 12:28:30 UTC",-15.9086,-173.3135,5.0,33.60,70,"Tonga"
nc,71306010,2,"Friday, November  6, 2009 12:10:40 UTC",39.2718,-122.8032,1.4,6.20, 8,"Northern California"
ci,10492837,M,"Friday, November  6, 2009 12:06:17 UTC",35.7023,-117.6095,1.2,8.60,29,"Southern California"
ci,10492829,M,"Friday, November  6, 2009 12:04:22 UTC",35.7008,-117.6100,1.7,9.40,32,"Southern California"
nc,71306005,2,"Friday, November  6, 2009 12:02:16 UTC",37.6370,-119.3543,1.6,16.10,32,"Central California"
ak,10019163,3,"Friday, November  6, 2009 11:58:44 UTC",59.4902,-152.8935,1.9,85.50,19,"Southern Alaska"
ci,10492821,O,"Friday, November  6, 2009 11:43:27 UTC",36.4091,-117.8675,2.0,5.30,36,"Central California"
nc,71305980,6,"Friday, November  6, 2009 11:23:55 UTC",37.7067,-121.9045,1.3,9.70,34,"San Francisco Bay area, California"
ci,10492805,M,"Friday, November  6, 2009 11:23:48 UTC",33.9266,-116.7933,1.3,12.80,52,"Southern California"
ci,10492797,M,"Friday, November  6, 2009 11:14:00 UTC",32.0951,-115.3831,1.9,6.00,13,"Baja California, Mexico"
ak,10019160,2,"Friday, November  6, 2009 11:10:11 UTC",63.9296,-148.8895,1.5,0.00,14,"Central Alaska"
ak,10019159,2,"Friday, November  6, 2009 11:05:31 UTC",64.0940,-149.2747,1.1,12.40,12,"Central Alaska"
ak,10019158,2,"Friday, November  6, 2009 11:04:30 UTC",62.9800,-150.0056,1.5,82.70,17,"Central Alaska"
ci,10492781,M,"Friday, November  6, 2009 10:47:08 UTC",33.6761,-116.7205,1.7,17.00,75,"Southern California"
pr,p0931004,1,"Friday, November  6, 2009 10:39:27 UTC",18.9205,-65.0693,2.9,3.80,06,"Virgin Islands region"
ak,10019147,3,"Friday, November  6, 2009 10:19:54 UTC",57.3339,-140.7551,4.2,11.90,96,"off the coast of Southeastern Alaska"
ci,10492765,M,"Friday, November  6, 2009 10:15:20 UTC",32.7213,-115.8305,1.8,4.60,31,"Southern California"
ci,10492757,M,"Friday, November  6, 2009 10:12:20 UTC",34.0315,-118.0030,2.0,3.40,25,"Greater Los Angeles area, California"
ci,10492749,M,"Friday, November  6, 2009 10:02:56 UTC",32.7223,-115.8406,2.0,2.70,35,"Southern California"
nc,71305960,2,"Friday, November  6, 2009 09:30:53 UTC",41.1865,-122.1275,1.7,1.70,12,"Northern California"
ak,10019145,2,"Friday, November  6, 2009 09:25:18 UTC",63.4752,-147.5196,1.5,2.20,18,"Central Alaska"
ak,10019142,2,"Friday, November  6, 2009 08:52:29 UTC",63.1476,-150.5769,1.6,115.80,18,"Central Alaska"
us,2009nral,8,"Friday, November  6, 2009 08:49:53 UTC",-23.2683,-64.3427,5.5,10.00,208,"Salta, Argentina"
ak,10019537,2,"Friday, November  6, 2009 08:10:03 UTC",62.6680,-143.4853,1.6,6.20,14,"Central Alaska"
ci,10492717,M,"Friday, November  6, 2009 08:09:37 UTC",33.3553,-116.3761,1.6,12.80,62,"Southern California"
nc,71305930,2,"Friday, November  6, 2009 07:53:55 UTC",38.8075,-122.8112,1.7,2.10,54,"Northern California"
nc,71305920,2,"Friday, November  6, 2009 07:31:14 UTC",40.4523,-121.5378,1.5,5.30, 8,"Lassen Peak area, California"
mb,9021228,2,"Friday, November  6, 2009 07:23:03 UTC",46.8986,-112.6478,1.0,3.50,16,"western Montana"
nc,71305915,2,"Friday, November  6, 2009 07:14:01 UTC",40.4517,-121.5375,1.7,4.90, 9,"Lassen Peak area, California"
ci,10492701,M,"Friday, November  6, 2009 06:55:53 UTC",32.7221,-115.8338,1.5,5.60,20,"Southern California"
ci,10492685,1,"Friday, November  6, 2009 06:52:23 UTC",33.9943,-116.5806,2.4,8.30,90,"Southern California"
ci,10492693,M,"Friday, November  6, 2009 06:51:12 UTC",36.0068,-117.7975,1.1,2.20,21,"Central California"
nc,71030384,2,"Friday, November  6, 2009 06:47:06 UTC",40.4487,-121.5402,1.6,5.20, 8,"Lassen Peak area, California"
nc,71305900,2,"Friday, November  6, 2009 06:46:42 UTC",40.4515,-121.5387,1.0,5.10, 8,"Lassen Peak area, California"
nc,71030379,2,"Friday, November  6, 2009 06:39:42 UTC",40.4420,-121.5440,1.6,4.20, 9,"Lassen Peak area, California"
nm,1010,B,"Friday, November  6, 2009 06:12:39 UTC",36.0878,-89.4017,3.4,9.70,24,"Tennessee"
mb,9495076,2,"Friday, November  6, 2009 06:09:34 UTC",45.3238,-112.6071,1.0,9.20, 9,"western Montana"
nc,71305860,2,"Friday, November  6, 2009 05:47:47 UTC",38.8375,-122.8290,1.1,2.50,39,"Northern California"
ci,10492677,M,"Friday, November  6, 2009 05:34:07 UTC",36.0678,-118.3118,1.0,5.40,23,"Central California"
nc,71305840,2,"Friday, November  6, 2009 04:50:49 UTC",37.2105,-122.1227,1.0,10.50,14,"Northern California"
pr,p0931001,1,"Friday, November  6, 2009 04:48:39 UTC",18.1305,-66.0618,2.3,30.90,24,"Puerto Rico"
ci,10492669,M,"Friday, November  6, 2009 04:43:59 UTC",36.0029,-117.7998,1.3,3.10,18,"Central California"
ak,10019140,2,"Friday, November  6, 2009 04:33:21 UTC",61.9773,-147.4216,1.7,37.60,18,"Southern Alaska"
us,2009nrah,7,"Friday, November  6, 2009 04:23:38 UTC",6.2267,126.5954,4.9,81.80,30,"Mindanao, Philippines"
uw,11060344,1,"Friday, November  6, 2009 03:44:14 UTC",44.8965,-122.5695,1.6,16.40,22,"Oregon"
ci,10492653,M,"Friday, November  6, 2009 03:42:31 UTC",34.1575,-118.2796,1.6,5.20,28,"Greater Los Angeles area, California"
us,2009nrae,7,"Friday, November  6, 2009 03:27:00 UTC",-1.4210,69.3596,5.1,10.00,32,"Carlsberg Ridge"
ak,10019139,2,"Friday, November  6, 2009 02:43:47 UTC",63.1568,-149.6263,1.3,9.50,14,"Central Alaska"
ak,10019138,2,"Friday, November  6, 2009 02:41:10 UTC",60.0671,-152.5344,1.6,92.50,15,"Southern Alaska"
nc,71305800,3,"Friday, November  6, 2009 02:38:22 UTC",39.4747,-123.1108,1.8,4.30,20,"Northern California"
ak,10019531,2,"Friday, November  6, 2009 02:20:17 UTC",62.4407,-151.2085,1.2,82.60, 6,"Central Alaska"
ak,10019137,2,"Friday, November  6, 2009 02:20:15 UTC",63.4485,-147.5260,1.4,7.50,13,"Central Alaska"
ak,10019132,2,"Friday, November  6, 2009 02:16:00 UTC",60.5369,-151.5711,2.8,62.20,56,"Kenai Peninsula, Alaska"
nc,71305785,2,"Friday, November  6, 2009 02:13:42 UTC",37.2123,-122.1228,2.4,13.10,113,"Northern California"
ak,10019128,2,"Friday, November  6, 2009 02:13:31 UTC",61.5857,-146.3492,2.2,21.70,31,"Southern Alaska"
ak,10019127,2,"Friday, November  6, 2009 02:12:08 UTC",59.8010,-153.3797,2.3,125.60,23,"Southern Alaska"
nc,71305780,2,"Friday, November  6, 2009 02:11:14 UTC",37.2150,-122.1225,2.2,12.80,82,"Northern California"
ci,10492637,M,"Friday, November  6, 2009 01:59:17 UTC",36.3911,-117.8508,1.7,7.20,20,"Central California"
nc,71305775,6,"Friday, November  6, 2009 01:55:57 UTC",38.8230,-122.7575,2.0,0.80,62,"Northern California"
uu,11060148,2,"Friday, November  6, 2009 01:48:27 UTC",39.3960,-111.0997,1.5,0.30,11,"Utah"
nc,71305770,2,"Friday, November  6, 2009 01:38:40 UTC",38.8250,-122.7573,1.0,0.90,34,"Northern California"
ci,10492629,M,"Friday, November  6, 2009 01:29:48 UTC",33.5005,-116.4706,1.0,16.10,32,"Southern California"
ci,10492621,M,"Friday, November  6, 2009 01:28:56 UTC",34.1130,-116.9118,1.5,9.00,59,"Southern California"
nc,71305765,2,"Friday, November  6, 2009 01:24:54 UTC",38.8225,-122.8037,1.0,3.50,31,"Northern California"
nc,71305760,2,"Friday, November  6, 2009 01:18:41 UTC",39.2323,-121.3113,1.6,6.00,15,"Northern California"
nc,71030394,2,"Friday, November  6, 2009 01:15:38 UTC",38.8125,-122.7848,1.3,2.10,25,"Northern California"
nc,71305755,2,"Friday, November  6, 2009 01:15:27 UTC",38.8130,-122.7837,1.7,2.40,43,"Northern California"
ak,10019126,2,"Friday, November  6, 2009 01:00:17 UTC",63.6113,-144.1368,1.5,1.00,11,"Central Alaska"
nc,71305730,2,"Friday, November  6, 2009 00:53:24 UTC",37.6270,-118.8620,1.1,9.30,23,"Long Valley area, California"
ak,10019124,2,"Friday, November  6, 2009 00:50:23 UTC",61.2490,-151.2254,1.6,68.50,18,"Southern Alaska"
nc,71305715,0,"Friday, November  6, 2009 00:42:17 UTC",38.8432,-122.8288,1.0,2.10, 8,"Northern California"
ak,10019524,2,"Friday, November  6, 2009 00:17:11 UTC",61.5013,-146.5250,1.5,30.60,19,"Southern Alaska"
ak,10019091,2,"Friday, November  6, 2009 00:07:35 UTC",64.9972,-147.3497,1.1,0.00, 7,"Central Alaska"
nc,71305685,2,"Friday, November  6, 2009 00:03:58 UTC",37.6250,-118.8610,1.0,9.20,22,"Long Valley area, California"
ak,10019090,2,"Thursday, November  5, 2009 23:54:51 UTC",64.7931,-149.2545,1.0,2.30,09,"Central Alaska"
nc,71305675,3,"Thursday, November  5, 2009 23:48:52 UTC",38.8415,-122.8267,1.5,2.20,43,"Northern California"
nc,71305665,4,"Thursday, November  5, 2009 23:46:28 UTC",38.8398,-122.8290,1.7,2.10,53,"Northern California"
nc,71305655,2,"Thursday, November  5, 2009 23:35:38 UTC",37.4653,-118.8362,1.0,3.50, 9,"Central California"
ak,10019086,2,"Thursday, November  5, 2009 23:27:44 UTC",63.4713,-146.0768,1.9,3.30,21,"Central Alaska"
ak,10019087,2,"Thursday, November  5, 2009 23:26:11 UTC",61.7110,-150.8287,1.4,63.80,12,"Southern Alaska"
pr,p0930912,1,"Thursday, November  5, 2009 23:16:13 UTC",18.6252,-64.3915,3.1,57.10,11,"Virgin Islands region"
ak,10019085,2,"Thursday, November  5, 2009 23:12:49 UTC",60.0344,-141.5504,1.7,7.20,15,"Southern Alaska"
ci,10492597,M,"Thursday, November  5, 2009 23:05:03 UTC",32.6699,-115.6621,1.6,5.00,12,"Southern California"
ak,10019084,2,"Thursday, November  5, 2009 23:01:26 UTC",63.0820,-151.4093,1.1,3.10, 9,"Central Alaska"
ci,10492589,M,"Thursday, November  5, 2009 22:40:13 UTC",33.2555,-116.4163,2.4,4.60,70,"Southern California"
ci,10492581,M,"Thursday, November  5, 2009 22:29:55 UTC",33.1736,-116.5351,1.0,14.00,54,"Southern California"
ak,10019230,2,"Thursday, November  5, 2009 22:27:54 UTC",63.2973,-153.4890,1.4,10.00,09,"Central Alaska"
ak,10019083,2,"Thursday, November  5, 2009 21:56:59 UTC",64.5004,-152.7649,1.4,6.00, 8,"Central Alaska"
ak,10019082,2,"Thursday, November  5, 2009 21:07:49 UTC",60.4138,-151.1280,1.5,30.50,11,"Kenai Peninsula, Alaska"
ak,10019080,2,"Thursday, November  5, 2009 21:03:31 UTC",62.0254,-149.8557,1.7,44.30,23,"Central Alaska"
nc,71030209,2,"Thursday, November  5, 2009 20:54:51 UTC",40.1105,-123.1452,1.5,15.50,11,"Northern California"
nc,71305585,2,"Thursday, November  5, 2009 20:40:23 UTC",37.3248,-122.1055,1.5,0.00,38,"San Francisco Bay area, California"
hv,00035792,0,"Thursday, November  5, 2009 20:40:00 UTC",19.3243,-155.1195,2.4,6.60,00,"Island of Hawaii, Hawaii"
ak,10019076,2,"Thursday, November  5, 2009 20:14:03 UTC",60.4221,-151.1701,2.1,12.40,18,"Kenai Peninsula, Alaska"
ak,10019224,2,"Thursday, November  5, 2009 19:57:10 UTC",63.0944,-151.5175,1.2,0.40,09,"Central Alaska"
ci,10492525,M,"Thursday, November  5, 2009 19:34:38 UTC",34.1328,-116.9831,1.0,4.50,38,"Southern California"
ci,10492501,M,"Thursday, November  5, 2009 18:56:04 UTC",35.0463,-118.3180,1.2,0.00,13,"Southern California"
nc,71305560,2,"Thursday, November  5, 2009 18:42:29 UTC",38.7662,-122.7070,1.1,3.10,17,"Northern California"
ci,10492485,M,"Thursday, November  5, 2009 18:32:58 UTC",33.4248,-117.0266,1.0,8.20,29,"Southern California"
ak,10019075,2,"Thursday, November  5, 2009 18:23:42 UTC",62.7705,-150.8675,1.6,87.80,15,"Central Alaska"
pr,p0930910,1,"Thursday, November  5, 2009 18:01:10 UTC",18.9448,-67.7875,3.0,5.90,22,"Dominican Republic region"
nc,71305520,2,"Thursday, November  5, 2009 17:39:00 UTC",36.9737,-121.4327,1.1,5.90,28,"Northern California"
mb,9705850,2,"Thursday, November  5, 2009 17:31:00 UTC",45.3648,-112.6033,1.0,11.00, 9,"western Montana"
ak,10019222,2,"Thursday, November  5, 2009 17:28:22 UTC",63.2863,-151.1480,1.1,3.60,10,"Central Alaska"
ci,10492461,M,"Thursday, November  5, 2009 17:21:12 UTC",32.6590,-115.6455,1.6,5.30,14,"Southern California"
ak,10019221,2,"Thursday, November  5, 2009 17:15:10 UTC",57.9207,-156.4330,1.4,11.00,08,"Alaska Peninsula"
